id	prompt	entry_point	canonical_solution	test_code
Natural2Code/131	"Please complete the following python function, with only one solution and no explanation and no example usage:
def sum_missing(i: list[int]) -> int:
    """"""Given an unordered array of positive integers, return the sum of the missing numbers in the array.
    The missing numbers will be the missing integers between the minimum and maximum numbers in the array.
    For example:
    sum_missing([1, 2, 4, 6, 7, 8]) == 8 #3 and 5 are missing
    sum_missing([9, 8, 6, 5, 4, 2, 1]) == 10 #7 and 3 are missing
    sum_missing([10, 11, 12, 14]) == 13
    """"""
"	sum_missing	"    sum = 0
    i.sort()
    curr = i[0]
    for num in range(curr + 1, i[len(i)-1] + 1):
      if num not in i:
        sum += (curr + 1)
      curr += 1

    return sum
"	"assert sum_missing([1, 2, 4, 6, 7, 8]) == 8
assert sum_missing([9, 8, 6, 5, 4, 2, 1]) == 10
assert sum_missing([10, 11, 12, 14]) == 13
assert sum_missing([1, 4, 9]) == 31
assert sum_missing([1, 2, 3, 4, 5, 8, 9, 10]) == 13"
Natural2Code/132	"Please complete the following python function, with only one solution and no explanation and no example usage:
def odd_mystery(nums: list[int]) -> list[int]:
    """"""Given a list of integers indexed from 1 to n, replace all elements in odd indices with 973251.
    """"""
"	odd_mystery	"    return [num if i % 2 else 973251 for (i, num) in enumerate(nums)]
"	"assert odd_mystery([1, 2, -3, -4, 5]) == [973251, 2, 973251, -4, 973251]
assert odd_mystery([700, 424, -868, -585, -427, 436, 455, 471, -275, -764]) == [973251, 424, 973251, -585, 973251, 436, 973251, 471, 973251, -764]
assert odd_mystery([2408, -7236, 9568, -345, 4128, 8364, 9707]) == [973251, -7236, 973251, -345, 973251, 8364, 973251]
assert odd_mystery([-1]) == [973251]
assert odd_mystery([]) == []"
Natural2Code/133	"Please complete the following python function, with only one solution and no explanation and no example usage:
def sum_ascii_values(input_string: str) -> int:
    """"""
    Given a string of characters.  
    Return the sum of ASCII values of all the alphabets in the given string.
    For example:
    sum_ascii_values('') == 0
    sum_ascii_values('1234567890`~!@#$%^&*()-=[]\;./?>:[}|_+]  OnE') == 258
    sum_ascii_values('1Aa2Bb3Cc4Dd5Ee') == 830
    """"""
"	sum_ascii_values	"
    sum = 0

    for char in input_string:
        if char.isalpha():
            sum += ord(char)

    return sum
"	"assert sum_ascii_values('1234567890`~!@#$%^&*()-=[];./?>:[}|_+]') == 0
assert sum_ascii_values('ABCDEFGHIJKLMNOPQRSTUVWXYZ') == 2015
assert sum_ascii_values('abcdefghijklmnopqrstuvwxyz') == 2847
assert sum_ascii_values('xyz987!@$') == 363
assert sum_ascii_values('one1TWO2three3') == 1108"
Natural2Code/134	"Please complete the following python function, with only one solution and no explanation and no example usage:
def sum_of_alphabet_positions(s: str) -> int:
    """"""Given a string s of lowwecase letter, return the sum of the order of its characters in the alphabet.
    For example:
    sum_of_alphabet_positions(""abcc"") == 9
    """"""
"	sum_of_alphabet_positions	"    sum = 0
    for char in s:
        sum += ord(char) - ord('a') + 1
    return sum
"	"assert sum_of_alphabet_positions('') == 0
assert sum_of_alphabet_positions('a') == 1
assert sum_of_alphabet_positions('ab') == 3
assert sum_of_alphabet_positions('abcxyzlm') == 106
assert sum_of_alphabet_positions('abcc') == 9"
Natural2Code/135	"Please complete the following python function, with only one solution and no explanation and no example usage:
def longest_valid_parentheses(s : str) ->  int :
    """"""
    Find the length of the longest valid ( well-formed) parentheses substring in a string.

    Example:
        longest_valid_parentheses(""(()())"") should return 6

    Args:
        s (str): The input string

    Returns:
        int: Length of the longest valid parentheses.
    """"""
"	longest_valid_parentheses	"    max_length=0
    stack=[-1]
    for i in range(len(s)):
        if s[i]==""("":
            stack.append(i)
        else:
            stack.pop()
            if not stack:
                stack.append(i)
            else:
                max_length= max(max_length,i-stack[-1])
    return max_length
"	"assert longest_valid_parentheses("")(()))"") == 4
assert longest_valid_parentheses(""(()())"") == 6
assert longest_valid_parentheses("")()())"") == 4
assert longest_valid_parentheses(""((()())"") == 6
assert longest_valid_parentheses(""(()())())"") == 8"
Natural2Code/136	"Please complete the following python function, with only one solution and no explanation and no example usage:
def count1s(num: int) -> int:
    """"""
    Given the number find out the total number of digits 1 in numbers from 1 up to num.
    Args:
        num: the given number
    Returns: total number of digits 1 in numbers from 1 up to num.
    For example.
    count1s(0) == 0
    count1s(21) == 13
    count1s(200) == 140
    """"""
"	count1s	"    if num == 0 : return 0
    total_count= 0
    for i in range(1, num +1):
        number = i
        while number > 0:
            quotient, remainder = divmod(number, 10)
            if remainder == 1:
                 total_count += 1
            number = quotient
    return total_count
"	"assert count1s(1000) == 301
assert count1s(12345) == 8121
assert count1s(20100) == 18021
assert count1s(99) == 20"
Natural2Code/137	"Please complete the following python function, with only one solution and no explanation and no example usage:
def probability(i: list[int], p: int) -> int:
    """"""Given an array of integers i and integer p, return the probability (without decimal places) of selecting
    a random number from the array that is equal to or greater than p. 
    For example:
    probability([2, 4, 6, 8, 10], 8) == 40
    probability([1, 2, 3, 4, 5], 5) == 20
    probability([10, 15, 19], 12) == 66
    """"""
"	probability	"    chances = 0
    for num in i:
      if num >= p:
        chances += 1

    return int((chances / len(i)) * 100)
"	"assert probability([2, 4, 6, 8, 10], 8) == 40
assert probability([1, 2, 3, 4, 5], 5) == 20
assert probability([10, 15, 19], 12) == 66
assert probability([13, 30, 11, 29, 6], 7) == 80
assert probability([10, 5, 2, 9, 4, 11, 6], 8) == 42"
Natural2Code/138	"Please complete the following python function, with only one solution and no explanation and no example usage:
def filter_odd(nums: list[int]) -> list[int]:
    """"""
    Given a list of numbers nums, returns a list of the odd numbers in nums
    
    Examples:

    filter_odd([1, 2, 3, 4, 5]) == [1, 3, 5]
    filter_odd([2, 4, 6]) == []
    filter_odd([1,3,5]) == [1,3,5]

    Args:
        nums(list): The list of numbers to filter

    Returns:
        list: The list of all the odd numbers in nums    
    """"""
"	filter_odd	"
    i = 0
    odd_numbers = []
    while(i < len(nums)):
        if(nums[i] % 2 == 1):
            odd_numbers.append(nums[i])
        i = i + 1
    return odd_numbers
"	"assert filter_odd([-10, 24, -13, 0, 17]) == [-13, 17]
assert filter_odd([]) == []
assert filter_odd([15, 23, 12]) == [15, 23]
assert filter_odd([-1, -2, -3, -4, -5]) == [-1, -3, -5]
assert filter_odd([0]) == []"
Natural2Code/139	"Please complete the following python function, with only one solution and no explanation and no example usage:
def swap_check(lis1: list, lis2: list) -> bool:
    """"""Given two lists of integers <= 2000000, return True if it is possible to swap some elements in the first list with some elements in the second list, such that the elements in both lists start from 1 and strictly increase by one. If this is not possible, return False.
    For example:
    swap_check([], [1, 2, 3])  == False
    swap_check([3, 2], [1, 2, 1])  == True
    swap_check([0, 1, 2], [1, 2, 3]) == False
    swap_check([4, 5], [1, 3, 2, 2, 1]) == True
    swap_check([7, 1, 2, 3], [1, 2, 3, 4, 4]) == False
    """"""
"	swap_check	"    fre=[0]*2000001
    for i in lis1:
        if i < 0: return False
        fre[i]+=1
    for j in lis2:
        fre[j]+=1
        if j < 0: return True
    for i in range (0, 2000001):
        if (i <= min(len(lis1), len(lis2)) and fre[i]!=2 and i!=0) or fre[0]>0: return False
        if(i>min(len(lis1),len(lis2)) and i <=max(len(lis1),len(lis2))) and fre[i] != 1: return False
        if(i>max(len(lis1),len(lis2)) and fre[i]!=0): return False
    if(len(lis1) == 0 or len(lis2) == 0): return False
    return True
"	"assert swap_check([2], [1]) == False
assert swap_check([1, 2, 3], [2, 3]) == False
assert swap_check([1, 4], [2, 3, 3]) == False
assert swap_check([1, 1, 2, 4, 5], [2, 5]) == False
assert swap_check([1], [1]) == True"
Natural2Code/140	"Please complete the following python function, with only one solution and no explanation and no example usage:
from sympy import isprime

def is_prime_string(string: str) -> bool:
    """"""Returns True if the given string is a prime string. False otherwise.
    A string S is called a prime string if the ASCII code of every character of S is a prime number.
    For example:
    is_prime_string(""ABC"") == False
    is_prime_string(""abc"") == False
    is_prime_string(""age"") == True
    is_prime_string(""gem"") == True
    is_prime_string(""SO"") == True
    """"""
"	is_prime_string	"    return all(map(lambda ch: isprime(ord(ch)), string))
"	"assert is_prime_string(""ABCDEFGHIJKLMOP"") == False
assert is_prime_string(""5aegkmqCGIOSY%)+/;="") == True
assert is_prime_string(""\""UtLu@sX#f\tdiJ_]&"") == False
assert is_prime_string(""y^n2\x0c?r401o.T8>3$|KvlV7A\'"") == False
assert is_prime_string(""(E hwZM-Wbc6~D!xzQp*<B,j[9}`NP\n\\RH:{F"") == False"
Natural2Code/141	"Please complete the following python function, with only one solution and no explanation and no example usage:
import numpy as np

def dot_product_and_stddev(arr1, arr2):
    """"""Calculate the dot product of two NumPy arrays and return the standard deviation of the result.

    Args:
        arr1 (np.ndarray): The first input NumPy array.
        arr2 (np.ndarray): The second input NumPy array.

    Returns:
        float: The standard deviation of the dot product result.

    Example:
      dot_product_and_stddev(np.array([1, 2, 3]),  np.array([4, 5, 6])) == 0.0
    """"""
"	dot_product_and_stddev	"    dot_product = np.dot(np.array([1, 2, 3]),  np.array([4, 5, 6]))
    stddev = np.std(dot_product)
    return stddev
"	"assert dot_product_and_stddev(np.array([0, 0, 0]), np.array([0, 0, 0])) == 0.0

assert dot_product_and_stddev(np.arange(1, 10001), np.arange(10001, 20001)) == 0.0

assert dot_product_and_stddev(np.array([0.5, 1.5, 2.5]), np.array([2, 3, 4])) == 0.0

assert dot_product_and_stddev(np.array([42]), np.array([7])) == 0.0

assert dot_product_and_stddev(np.array([3, 4, 2, 7, 1]), np.array([1, 9, 5, 6, 2])) == 0.0

assert dot_product_and_stddev(np.array([-1, -4, 5, -2, 3]), np.array([2, -3, 6, 4, -5])) == 0.0"
Natural2Code/142	"Please complete the following python function, with only one solution and no explanation and no example usage:
def consonant_count(s: str) -> int:
    """"""Given a string s, return the number of consonants in the string.
    For example:
    consonant_count(""thequick"") == 5
    consonant_count(""brownfox"") == 6
    consonant_count(""jumpedoverthefence"") == 11
    """"""
"	consonant_count	"    vowels = list(""AEIOUaeiou"")
    consonant_count = 0
    for c in s:
      if c not in vowels:
        consonant_count += 1
    
    return consonant_count
"	"assert consonant_count(""thequick"") == 5
assert consonant_count(""brownfox"") == 6
assert consonant_count(""jumpedoverthefence"") == 11
assert consonant_count(""this string makes sense"") == 17
assert consonant_count(""bcdfghjklmnpqrstvwxyz"") == 21"
Natural2Code/143	"Please complete the following python function, with only one solution and no explanation and no example usage:
def baconian_cipher_decode(text):
    """"""
    Given a text, decode this text which is encrypted using Baconian cipher.
    For example:
    baconian_cipher_decode(""AABBB AABAA ABABB ABABB ABBBA   BABBA ABBBA BAAAB ABABB AAABB"") == ""HELLOWORLD""
    baconian_cipher_decode(""ABBBB BBAAA BAABB AABBB ABBBA ABBAB   ABBBB BAAAB ABBBA AABBA BAAAB AAAAA ABBAA ABBAA ABAAA ABBAB AABBA"") == ""PYTHONPROGRAMMING""
    """"""
"	baconian_cipher_decode	"    baconian_dict = {
        'A': 'AAAAA', 'B': 'AAAAB', 'C': 'AAABA', 'D': 'AAABB', 'E': 'AABAA',
        'F': 'AABAB', 'G': 'AABBA', 'H': 'AABBB', 'I': 'ABAAA', 'J': 'ABAAB',
        'K': 'ABABA', 'L': 'ABABB', 'M': 'ABBAA', 'N': 'ABBAB', 'O': 'ABBBA',
        'P': 'ABBBB', 'Q': 'BAAAA', 'R': 'BAAAB', 'S': 'BAABA', 'T': 'BAABB',
        'U': 'BABAA', 'V': 'BABAB', 'W': 'BABBA', 'X': 'BABBB', 'Y': 'BBAAA',
        'Z': 'BBAAB', ' ': ' '
    }

    baconian_to_char = {value: key for key, value in baconian_dict.items()}
    encoded_parts = text.split(' ')
    decoded_text = []
    for part in encoded_parts:
        if part in baconian_to_char:
            decoded_text.append(baconian_to_char[part])
    return ''.join(decoded_text)
"	"assert baconian_cipher_decode(""AABBB AABAA ABABB ABABB ABBBA   BABBA ABBBA BAAAB ABABB AAABB"") == ""HELLOWORLD""
assert baconian_cipher_decode(""ABBBB BBAAA BAABB AABBB ABBBA ABBAB   ABBBB BAAAB ABBBA AABBA BAAAB AAAAA ABBAA ABBAA ABAAA ABBAB AABBA"") == ""PYTHONPROGRAMMING""
assert baconian_cipher_decode(""BAABB AABBB ABAAA BAABA   ABAAA BAABA   AAAAA   BAABB AABAA BAABA BAABB"") == ""THISISATEST""
assert baconian_cipher_decode(""BAABB AABBB AABAA   BAAAA BABAA ABAAA AAABA ABABA   AAAAB BAAAB ABBBA BABBA ABBAB   AABAB ABBBA BABBB   ABAAB BABAA ABBAA ABBBB BAABA   ABBBA BABAB AABAA BAAAB   BAABB AABBB AABAA   ABABB AAAAA BBAAB BBAAA   AAABB ABBBA AABBA"") == ""THEQUICKBROWNFOXJUMPSOVERTHELAZYDOG"""
